year,arithmetic_mean
2014,13.600711636363634
2015,10.690940727272727
2016,10.70784725
2017,11.504489115853659
2018,11.573177914893616
2019,9.782607894444444
2020,13.136612443037974
2021,11.778772055837564
2022,10.88966481420765
