state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration,sample_duration_code,sample_duration_type,pollutant_standard,year,quarter,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,minimum_value,maximum_value,quarterly_criteria_met,actual_days_gt_std,estimated_days_gt_std,valid_samples,valid_day_count,scheduled_samples,percent_days,percent_one_value,monitoring_agency_code,monitoring_agency,local_site_name,address,state,county,city,tribal_code,tribal_land,cbsa_code,cbsa,date_of_last_change,CBSA,Year,Quarter
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,1 HOUR,1,O,,2014,1,Micrograms/cubic meter (LC),No Events,2145,99.0,9.6488,5.2,57.2,Y,,,90.0,90.0,90.0,100.0,100.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2006,2014,1,Micrograms/cubic meter (LC),No Events,89,99.0,9.5966,2.6,25.8,Y,0.0,,89.0,89.0,90.0,98.9,99.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2006,2014,1,Micrograms/cubic meter (LC),No Events,89,99.0,9.5966,2.6,25.8,Y,,,89.0,89.0,90.0,98.9,99.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2012,2014,1,Micrograms/cubic meter (LC),No Events,89,99.0,9.5966,2.6,25.8,Y,0.0,,89.0,89.0,90.0,98.9,99.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2012,2014,1,Micrograms/cubic meter (LC),No Events,89,99.0,9.5966,2.6,25.8,Y,,,89.0,89.0,90.0,98.9,99.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 1997,2014,1,Micrograms/cubic meter (LC),No Events,89,99.0,9.5966,2.6,25.8,Y,,,89.0,89.0,90.0,98.9,99.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 1997,2014,1,Micrograms/cubic meter (LC),No Events,89,99.0,9.5966,2.6,25.8,Y,13.0,,89.0,89.0,90.0,98.9,99.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2024,2014,1,Micrograms/cubic meter (LC),No Events,89,99.0,9.5966,2.6,25.8,Y,0.0,,89.0,89.0,90.0,98.9,99.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2024,2014,1,Micrograms/cubic meter (LC),No Events,89,99.0,9.5966,2.6,25.8,Y,39.0,,89.0,89.0,90.0,98.9,99.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,1 HOUR,1,O,,2014,2,Micrograms/cubic meter (LC),No Events,2181,100.0,8.4753,4.1,49.8,Y,,,91.0,91.0,91.0,100.0,100.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2006,2014,2,Micrograms/cubic meter (LC),No Events,91,100.0,8.4286,2.5,21.6,Y,0.0,,91.0,91.0,91.0,100.0,100.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2006,2014,2,Micrograms/cubic meter (LC),No Events,91,100.0,8.4286,2.5,21.6,Y,,,91.0,91.0,91.0,100.0,100.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2012,2014,2,Micrograms/cubic meter (LC),No Events,91,100.0,8.4286,2.5,21.6,Y,0.0,,91.0,91.0,91.0,100.0,100.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2012,2014,2,Micrograms/cubic meter (LC),No Events,91,100.0,8.4286,2.5,21.6,Y,,,91.0,91.0,91.0,100.0,100.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 1997,2014,2,Micrograms/cubic meter (LC),No Events,91,100.0,8.4286,2.5,21.6,Y,,,91.0,91.0,91.0,100.0,100.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 1997,2014,2,Micrograms/cubic meter (LC),No Events,91,100.0,8.4286,2.5,21.6,Y,7.0,,91.0,91.0,91.0,100.0,100.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2024,2014,2,Micrograms/cubic meter (LC),No Events,91,100.0,8.4286,2.5,21.6,Y,0.0,,91.0,91.0,91.0,100.0,100.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2024,2014,2,Micrograms/cubic meter (LC),No Events,91,100.0,8.4286,2.5,21.6,Y,27.0,,91.0,91.0,91.0,100.0,100.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,1 HOUR,1,O,,2014,3,Micrograms/cubic meter (LC),No Events,1336,61.0,10.4243,6.4,45.5,N,,,57.0,57.0,92.0,62.0,62.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2006,2014,3,Micrograms/cubic meter (LC),No Events,56,61.0,10.3821,3.6,26.3,N,0.0,,56.0,56.0,92.0,60.9,61.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2006,2014,3,Micrograms/cubic meter (LC),No Events,56,61.0,10.3821,3.6,26.3,N,,,56.0,56.0,92.0,60.9,61.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2012,2014,3,Micrograms/cubic meter (LC),No Events,56,61.0,10.3821,3.6,26.3,N,0.0,,56.0,56.0,92.0,60.9,61.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2012,2014,3,Micrograms/cubic meter (LC),No Events,56,61.0,10.3821,3.6,26.3,N,,,56.0,56.0,92.0,60.9,61.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 1997,2014,3,Micrograms/cubic meter (LC),No Events,56,61.0,10.3821,3.6,26.3,N,,,56.0,56.0,92.0,60.9,61.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 1997,2014,3,Micrograms/cubic meter (LC),No Events,56,61.0,10.3821,3.6,26.3,N,9.0,,56.0,56.0,92.0,60.9,61.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2024,2014,3,Micrograms/cubic meter (LC),No Events,56,61.0,10.3821,3.6,26.3,N,0.0,,56.0,56.0,92.0,60.9,61.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2024,2014,3,Micrograms/cubic meter (LC),No Events,56,61.0,10.3821,3.6,26.3,N,31.0,,56.0,56.0,92.0,60.9,61.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,1 HOUR,1,O,,2014,4,Micrograms/cubic meter (LC),No Events,1016,46.0,8.5769,4.1,50.7,N,,,43.0,43.0,92.0,46.7,47.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2006,2014,4,Micrograms/cubic meter (LC),No Events,42,46.0,8.5667,1.9,17.0,N,0.0,,42.0,42.0,92.0,45.7,46.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2006,2014,4,Micrograms/cubic meter (LC),No Events,42,46.0,8.5667,1.9,17.0,N,,,42.0,42.0,92.0,45.7,46.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2012,2014,4,Micrograms/cubic meter (LC),No Events,42,46.0,8.5667,1.9,17.0,N,0.0,,42.0,42.0,92.0,45.7,46.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2012,2014,4,Micrograms/cubic meter (LC),No Events,42,46.0,8.5667,1.9,17.0,N,,,42.0,42.0,92.0,45.7,46.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 1997,2014,4,Micrograms/cubic meter (LC),No Events,42,46.0,8.5667,1.9,17.0,N,,,42.0,42.0,92.0,45.7,46.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 1997,2014,4,Micrograms/cubic meter (LC),No Events,42,46.0,8.5667,1.9,17.0,N,2.0,,42.0,42.0,92.0,45.7,46.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 24-hour 2024,2014,4,Micrograms/cubic meter (LC),No Events,42,46.0,8.5667,1.9,17.0,N,0.0,,42.0,42.0,92.0,45.7,46.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,0174,88101,3,35.953708,-96.004975,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,X,C,PM25 Annual 2024,2014,4,Micrograms/cubic meter (LC),No Events,42,46.0,8.5667,1.9,17.0,N,19.0,,42.0,42.0,92.0,45.7,46.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,TULSA SOUTH,502 EAST 144TH. PL.,Oklahoma,Tulsa,Glenpool,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 24-hour 2006,2014,1,Micrograms/cubic meter (LC),No Events,79,88.0,9.3608,2.0,28.7,Y,0.0,,79.0,79.0,90.0,87.8,88.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 Annual 2006,2014,1,Micrograms/cubic meter (LC),No Events,79,88.0,9.3608,2.0,28.7,Y,,,79.0,79.0,90.0,87.8,88.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 24-hour 2012,2014,1,Micrograms/cubic meter (LC),No Events,79,88.0,9.3608,2.0,28.7,Y,0.0,,79.0,79.0,90.0,87.8,88.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 Annual 2012,2014,1,Micrograms/cubic meter (LC),No Events,79,88.0,9.3608,2.0,28.7,Y,,,79.0,79.0,90.0,87.8,88.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 24-hour 1997,2014,1,Micrograms/cubic meter (LC),No Events,79,88.0,9.3608,2.0,28.7,Y,0.0,,79.0,79.0,90.0,87.8,88.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 Annual 1997,2014,1,Micrograms/cubic meter (LC),No Events,79,88.0,9.3608,2.0,28.7,Y,,,79.0,79.0,90.0,87.8,88.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 24-hour 2024,2014,1,Micrograms/cubic meter (LC),No Events,79,88.0,9.3608,2.0,28.7,Y,0.0,,79.0,79.0,90.0,87.8,88.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 Annual 2024,2014,1,Micrograms/cubic meter (LC),No Events,79,88.0,9.3608,2.0,28.7,Y,29.0,,79.0,79.0,90.0,87.8,88.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 24-hour 2006,2014,2,Micrograms/cubic meter (LC),No Events,81,89.0,9.4963,1.6,23.4,Y,0.0,,81.0,81.0,91.0,89.0,89.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 Annual 2006,2014,2,Micrograms/cubic meter (LC),No Events,81,89.0,9.4963,1.6,23.4,Y,,,81.0,81.0,91.0,89.0,89.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 24-hour 2012,2014,2,Micrograms/cubic meter (LC),No Events,81,89.0,9.4963,1.6,23.4,Y,0.0,,81.0,81.0,91.0,89.0,89.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 Annual 2012,2014,2,Micrograms/cubic meter (LC),No Events,81,89.0,9.4963,1.6,23.4,Y,,,81.0,81.0,91.0,89.0,89.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 24-hour 1997,2014,2,Micrograms/cubic meter (LC),No Events,81,89.0,9.4963,1.6,23.4,Y,0.0,,81.0,81.0,91.0,89.0,89.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 Annual 1997,2014,2,Micrograms/cubic meter (LC),No Events,81,89.0,9.4963,1.6,23.4,Y,,,81.0,81.0,91.0,89.0,89.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 24-hour 2024,2014,2,Micrograms/cubic meter (LC),No Events,81,89.0,9.4963,1.6,23.4,Y,0.0,,81.0,81.0,91.0,89.0,89.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 Annual 2024,2014,2,Micrograms/cubic meter (LC),No Events,81,89.0,9.4963,1.6,23.4,Y,39.0,,81.0,81.0,91.0,89.0,89.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 24-hour 2006,2014,3,Micrograms/cubic meter (LC),No Events,72,78.0,11.0056,2.7,30.7,Y,0.0,,72.0,72.0,92.0,78.3,78.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 Annual 2006,2014,3,Micrograms/cubic meter (LC),No Events,72,78.0,11.0056,2.7,30.7,Y,,,72.0,72.0,92.0,78.3,78.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
40,143,1127,88101,1,36.204902,-95.976537,WGS84,PM2.5 - Local Conditions,24 HOUR,7,O,PM25 24-hour 2012,2014,3,Micrograms/cubic meter (LC),No Events,72,78.0,11.0056,2.7,30.7,Y,0.0,,72.0,72.0,92.0,78.3,78.0,0812,Oklahoma Dept. Of Environmental Quality Air Quality Division,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,,,46140,"Tulsa, OK",2024-05-18,Tulsa,2014,Q1
